7.499999999999999722e-03,1.750000000000000000e+02,7.130000000000000000e+02,9.929179999999999495e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,2.373999999999999999e-01,4.747999999999999998e-01,2.000000000000000000e+00,6.280000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.934400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034358059008000000e+12,1.905530880000000000e+10,3.219846348800000000e+10,1.000000000000000000e+00
1.750000000000000167e-02,1.300000000000000000e+02,9.030000000000000000e+02,9.899200000000000443e+01,0.000000000000000000e+00,8.300000000000000086e-03,0.000000000000000000e+00,8.300000000000000086e-03,0.000000000000000000e+00,3.831999999999999851e-01,6.039999999999999813e-01,4.000000000000000000e+00,5.224000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.668800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034358026240000000e+12,1.905534156800000000e+10,3.219159859200000000e+10,1.000000000000000000e+00
5.000000000000000104e-03,2.026720000000000000e+05,6.436970000000000000e+05,9.930440000000000111e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,3.339999999999999913e-02,0.000000000000000000e+00,3.400999999999999801e+00,2.931799999999999962e+00,4.000000000000000000e+00,5.376000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.992800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357989376000000e+12,1.905537843200000000e+10,3.218749030400000000e+10,1.000000000000000000e+00
5.074999999999999512e-01,2.137750000000000000e+05,6.854730000000000000e+05,3.863750000000000284e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.286999999999999922e-01,0.000000000000000000e+00,3.565500000000000114e+01,2.558279999999999887e+01,5.000000000000000000e+00,5.944000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.432800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357952512000000e+12,1.905541529600000000e+10,3.218611404800000000e+10,1.000000000000000000e+00
5.899999999999999689e-01,6.259400000000000000e+04,1.452690000000000000e+05,3.868990000000000151e+01,0.000000000000000000e+00,4.400000000000000265e-03,0.000000000000000000e+00,2.800000000000000266e-01,0.000000000000000000e+00,3.622420000000000329e+01,2.521450000000000102e+01,6.000000000000000000e+00,7.336000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.116000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357911552000000e+12,1.905545216000000000e+10,3.218898124800000000e+10,1.000000000000000000e+00
2.899999999999999800e-01,1.550000000000000000e+02,8.970000000000000000e+02,8.689270000000000493e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,5.050000000000000322e-02,0.000000000000000000e+00,4.049299999999999677e+00,2.674500000000000099e+00,2.000000000000000000e+00,7.480000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.308800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357878784000000e+12,1.905548902400000000e+10,3.218908364800000000e+10,1.000000000000000000e+00
1.199999999999999956e-01,1.110000000000000000e+02,8.390000000000000000e+02,9.868370000000000175e+01,0.000000000000000000e+00,5.419999999999999818e-02,0.000000000000000000e+00,8.300000000000000086e-03,0.000000000000000000e+00,3.124000000000000110e-01,9.372000000000000330e-01,3.000000000000000000e+00,6.104000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.744000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357841920000000e+12,1.905552179200000000e+10,3.218438963200000000e+10,1.000000000000000000e+00
4.250000000000000305e-02,1.120000000000000000e+02,8.030000000000000000e+02,9.933780000000000143e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,2.790000000000000258e-01,3.790000000000000036e-01,2.000000000000000000e+00,5.528000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.815200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357805056000000e+12,1.905555865600000000e+10,3.218442240000000000e+10,1.000000000000000000e+00
1.499999999999999944e-02,1.160000000000000000e+02,7.530000000000000000e+02,9.932940000000000680e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,3.206999999999999851e-01,3.415000000000000258e-01,3.000000000000000000e+00,5.816000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.539200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357768192000000e+12,1.905559552000000000e+10,3.218426675200000000e+10,1.000000000000000000e+00
4.750000000000000056e-02,1.330000000000000000e+02,8.980000000000000000e+02,9.933769999999999811e+01,0.000000000000000000e+00,4.199999999999999740e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.706999999999999962e-01,3.916000000000000036e-01,6.000000000000000000e+00,6.256000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,4.753600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.071640576000000000e+09,9.975409999999999400e+01,2.034357731328000000e+12,1.905563648000000000e+10,3.218366054400000000e+10,1.000000000000000000e+00
